Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,29.280302,30.901514,29.106060,30.598484,26.543947,30783060
2019-01-03,30.530302,30.977272,30.181818,30.893938,26.811701,25728780
2019-01-04,30.643938,31.265150,30.303030,30.651514,26.601313,19676844
2019-01-07,30.568180,31.280302,30.568180,31.015150,26.916899,25256748
2019-01-08,31.098484,31.212120,30.295454,31.204544,27.081263,28039440
2019-01-09,31.424242,31.742424,31.257574,31.742424,27.548071,22784784
2019-01-10,31.522726,32.090908,31.363636,31.643938,27.462599,24612456
2019-01-11,31.500000,31.643938,31.181818,31.439392,27.285076,14276988
2019-01-14,31.515150,31.810606,31.310606,31.810606,27.607244,11490732
2019-01-15,31.628786,31.818180,31.333332,31.750000,27.554644,16603884
2019-01-16,31.598484,32.030304,31.583332,31.901514,27.686138,14321472
2019-01-17,31.856060,32.189392,31.598484,32.007576,27.778189,12767568
2019-01-18,32.242424,32.545452,32.045452,32.333332,28.060898,16609692
2019-01-21,32.310604,32.409088,31.666666,31.962120,27.738737,10316988
2019-01-22,31.962120,32.181816,31.568180,31.818180,27.613815,12963588
2019-01-23,31.931818,32.363636,31.818180,32.363636,28.087202,14291904
2019-01-24,32.174240,32.689392,32.174240,32.689392,28.369913,21296616
2019-01-28,32.272728,33.181816,32.272728,32.954544,28.600025,21711756
2019-01-29,33.295452,33.363636,32.530304,32.530304,28.231844,17727864
2019-01-30,32.772728,32.878788,31.848484,32.454544,28.166092,28342512
2019-01-31,33.750000,34.803028,33.492424,34.287876,29.757172,41985768
2019-02-01,34.272728,34.280304,33.500000,33.863636,29.389000,21938268
2019-02-04,33.568180,34.818180,33.356060,34.598484,30.038332,23200452
2019-02-05,34.424240,34.992424,34.212120,34.613636,30.051481,22964964
2019-02-06,34.121212,34.250000,32.833332,32.984848,28.637379,22647108
2019-02-07,33.348484,33.750000,32.772728,33.484848,29.071480,25451844
2019-02-08,33.371212,34.272728,33.121212,33.840908,29.380604,24453396
2019-02-11,33.780304,33.931816,33.181816,33.643940,29.209599,13858020
2019-02-12,34.159088,34.727272,33.795452,34.318180,29.794964,26875068
2019-02-13,34.522728,34.590908,33.712120,33.787876,29.334557,30537672
2019-02-14,33.901516,35.113636,33.151516,35.075756,30.452694,28716336
2019-02-15,34.969696,35.227272,34.583332,34.848484,30.255384,19953252
2019-02-18,34.613636,34.810604,33.780304,34.053028,29.564760,13020876
2019-02-19,34.318180,34.787876,34.166664,34.340908,29.814701,20202996
2019-02-20,34.621212,34.787876,33.772728,33.772728,29.321415,18828084
2019-02-21,33.909088,34.159088,33.560604,34.068180,29.577930,31256676
2019-02-22,34.318180,34.386364,33.348484,33.787876,29.334557,36371280
2019-02-25,33.863636,33.977272,33.303028,33.446968,29.038586,20316384
2019-02-26,33.454544,34.053028,33.310604,34.045452,29.558195,22079904
2019-02-27,33.962120,34.090908,33.560604,33.666664,29.229328,13670976
2019-02-28,33.742424,33.787876,32.696968,32.780304,28.459793,21975492
2019-03-01,32.984848,32.984848,32.083332,32.234848,27.986217,21615924
2019-03-06,32.363636,32.454544,31.787878,31.977272,27.773857,11215512
2019-03-07,31.871212,32.280304,31.734848,32.204544,27.971260,16875804
2019-03-08,32.121212,32.689392,31.681818,32.651516,28.359480,13902900
2019-03-11,32.727272,33.977272,32.689392,33.977272,29.510958,21680868
2019-03-12,33.984848,34.075756,33.545452,34.075756,29.596495,17603388
2019-03-13,34.000000,34.575756,33.727272,34.401516,29.879429,23406372
2019-03-14,34.287876,34.477272,33.916664,34.477272,29.945229,20123532
2019-03-15,34.393940,34.742424,34.386364,34.621212,30.070253,18393408
2019-03-18,34.750000,34.863636,34.500000,34.803028,30.228165,8963988
2019-03-19,34.833332,34.833332,34.030304,34.053028,29.576752,28489824
2019-03-20,34.166664,34.272728,33.075756,33.128788,28.774008,30367260
2019-03-21,33.204544,33.333332,31.939392,32.401516,28.142338,21319980
2019-03-22,31.916666,31.969696,30.893938,31.257574,27.148764,32859816
2019-03-25,31.022726,31.734848,30.992424,31.325756,27.207977,17316948
2019-03-26,31.704544,31.848484,31.325756,31.530302,27.385641,19219992
2019-03-27,31.000000,31.196968,30.416666,30.439392,26.438135,29516784
2019-03-28,30.454544,32.151516,30.303030,31.984848,27.780441,29870148
2019-03-29,32.348484,32.530304,32.030304,32.530304,28.254196,22258368
2019-04-01,33.081818,33.445454,32.599998,32.790909,28.480547,18321270
2019-04-02,32.927273,32.927273,31.845453,32.354546,28.114986,14425400
2019-04-03,32.609089,32.827271,31.681818,31.990910,27.798994,13586760
2019-04-04,32.390907,32.854546,31.918180,32.818180,28.517868,18413230
2019-04-05,32.918182,33.272728,32.518181,33.090908,28.754860,13275680
2019-04-08,33.181816,33.272728,32.690910,33.136364,28.794363,9533480
2019-04-09,32.927273,33.009090,32.372726,33.009090,28.683762,15754860
2019-04-10,33.172726,33.172726,32.509090,32.536362,28.272970,13077570
2019-04-11,32.472729,32.690910,31.654545,32.018181,27.822695,11146410
2019-04-12,31.690908,32.463634,31.463636,31.727272,27.569904,23250810
2019-04-15,32.045452,32.090908,31.427273,31.654545,27.506701,18509040
2019-04-16,31.618181,32.036362,31.409090,31.600000,27.459311,12026520
2019-04-17,31.736362,31.799999,30.645454,31.163635,27.080133,26779280
2019-04-18,31.445454,32.000000,30.909090,31.590908,27.451406,15120930
2019-04-22,31.581818,32.118179,31.218182,31.854546,27.680502,11705540
2019-04-23,32.054546,32.818180,31.972727,32.627274,28.351973,17185190
2019-04-24,32.590908,32.618179,31.818180,32.409088,28.162378,17506390
2019-04-25,32.545452,32.790909,31.490910,32.790909,28.494165,34053690
2019-04-26,32.700001,32.927273,32.500000,32.690910,28.407269,11409090
2019-04-29,32.872726,33.000000,32.172726,32.263638,28.035984,14884980
2019-04-30,32.309090,32.581818,31.918180,32.345455,28.107086,10510830
2019-05-02,32.127274,32.563637,31.863636,32.363636,28.122883,14284490
2019-05-03,32.445454,32.854546,32.345455,32.690910,28.421036,16700420
2019-05-06,32.454544,32.536362,31.772726,31.809090,27.654406,12577290
2019-05-07,31.718182,31.745455,30.890909,31.609091,27.480526,18901960
2019-05-08,31.745455,32.663635,31.736362,32.263638,28.049578,17412890
2019-05-09,31.909090,31.990910,31.409090,31.700001,27.559557,11460790
2019-05-10,31.609091,31.890909,31.081818,31.418180,27.314550,12038180
2019-05-13,30.818180,31.045454,30.518181,30.636362,26.634850,15473370
2019-05-14,30.818180,30.927273,30.363636,30.545454,26.555817,13639340
2019-05-15,30.200001,30.327272,29.745455,30.218182,26.271288,20502900
2019-05-16,29.918180,30.190908,29.445454,29.863636,25.963047,24295260
2019-05-17,29.754545,30.218182,29.481817,30.090908,26.160639,26727910
2019-05-20,30.100000,30.909090,29.881819,30.909090,26.871950,16136670
2019-05-21,31.090908,32.281818,30.763636,32.181816,27.978443,24598860
2019-05-22,32.263638,32.281818,31.518181,31.609091,27.480526,16827690
2019-05-23,31.363636,31.700001,30.918180,31.454544,27.346159,15484260
2019-05-24,31.709089,31.727272,30.900000,31.145454,27.077444,10692770
