Date,ABEV3,B3SA3,BBDC4,BOVA11,BRML3,CIEL3,CMIG4,COGN3,CSNA3,EQTL3,GGBR4,IRBR3,ITSA4,ITUB4,MGLU3,PETR4,PRIO3,USIM5,VALE3,VVAR3
2017-07-17,16.981659,6.016869,16.9844,63.060001,11.714284,20.755701,6.089916,14.465253,6.386808,10.426069,10.184437,,6.668555,20.983038,1.236486,11.568731,0.7356,4.820596,24.797844,4.477839
2017-07-18,16.900536,5.98776,17.19742,63.119999,12.02814,20.795938,6.063059,14.502946,6.296737,10.330469,10.008841,,6.726667,21.005589,1.288787,11.613605,0.71,4.753108,24.948032,4.477839
2017-07-19,16.963631,6.002314,16.9844,63.09,11.880444,20.755701,5.989201,14.512369,6.427749,10.315761,10.221403,,6.668555,20.701153,1.292908,11.873878,0.7196,4.820596,24.948032,4.647001
2017-07-20,16.927578,6.048888,16.926828,62.75,11.908137,20.731556,5.975772,14.568912,6.19029,10.295535,10.04581,,6.697611,20.723705,1.305197,11.757205,0.7092,4.743467,23.963461,5.015179
2017-07-21,16.954617,6.054711,16.85774,62.529999,11.963522,20.779846,5.915342,14.540641,6.034714,10.323114,9.879457,,6.683083,20.72934,1.255444,11.38923,0.6956,4.77239,23.779898,5.15449
2017-07-24,16.963631,6.112929,17.001673,62.93,12.120452,20.723511,5.962343,14.474675,6.223042,10.415038,10.128984,,6.683083,20.859001,1.255069,11.559755,0.6936,4.868802,24.305559,5.074884
2017-07-25,17.017714,6.069265,17.278036,63.48,12.138914,20.643028,5.9422,14.418134,6.403184,10.479386,10.295339,,6.741195,20.909742,1.297817,11.864905,0.6848,4.917008,25.540445,5.433111
2017-07-26,16.972645,6.028513,17.128344,62.810001,12.046605,20.602783,5.774342,14.323898,6.116596,10.332306,9.750071,,6.66129,20.813904,1.28785,11.721304,0.708,4.791672,24.74778,5.771437
2017-07-27,17.225027,6.031423,17.105314,63.049999,11.991216,20.755701,5.666913,14.27678,6.034714,10.475708,9.768557,,6.712141,20.836456,1.303848,11.667455,0.7196,4.839878,24.781155,5.95055
2017-07-28,17.216011,6.025602,17.128344,63.389999,12.092759,20.812035,5.666913,14.116579,6.124784,10.442616,9.787039,,6.712141,20.915384,1.37357,11.78413,0.7374,4.955573,25.315165,6.069959
2017-07-31,17.26108,5.964472,17.381664,63.720001,12.18507,21.005192,5.720626,14.210814,6.239419,10.42423,9.85173,8.329202,6.719403,21.039404,1.374507,11.92773,0.7484,4.984496,26.116171,5.831141
2017-08-01,17.342201,6.08382,17.594688,64.230003,12.203533,20.964949,5.700484,14.257934,6.173914,10.461001,9.759314,8.360481,6.937331,21.713364,1.387507,11.775153,0.7406,5.090549,25.915915,5.671929
2017-08-02,17.48642,6.136216,17.835052,64.919998,12.50816,19.910664,5.83477,14.229662,6.280361,10.46284,10.04581,8.3747,7.017238,21.938963,1.393239,12.125177,0.7402,5.302656,25.95764,5.572421
2017-08-03,17.360231,6.156593,17.829294,64.449997,12.295843,19.290968,5.908629,13.899835,6.173914,10.516155,10.082776,8.34342,7.002707,21.888205,1.395337,11.945679,0.74,5.321938,25.598852,5.671929
2017-08-04,17.360231,6.130395,17.846579,64.709999,12.221994,19.073673,5.9422,13.890411,6.41956,10.47387,10.332305,8.104548,6.980916,21.831804,1.472365,12.026454,0.743,5.312297,26.057762,5.671929
2017-08-07,17.441355,6.258474,18.053963,65.629997,12.526621,19.073673,6.083202,14.107156,6.976359,10.698166,10.711217,8.118767,7.133465,22.175829,1.49859,12.161078,0.782,5.591891,27.050674,6.099811
2017-08-08,17.477407,6.208989,18.244066,65.660004,12.388155,18.993196,5.962343,14.107156,7.10737,10.666912,10.600313,8.005019,7.140728,22.44655,1.477534,12.107227,0.797,5.649738,26.741955,6.169466
2017-08-09,17.50445,6.191524,18.255587,65.440002,12.249688,18.816139,5.78777,14.107156,6.902665,11.008871,10.507897,7.891273,7.111672,22.305544,1.519083,12.134154,0.7962,5.611173,26.633486,6.050057
2017-08-10,17.48642,6.142039,18.082764,64.730003,12.074297,18.711517,5.505767,14.323898,6.681583,10.920624,10.591072,8.030613,7.060821,22.023556,1.485739,11.837978,0.8998,5.678662,26.283045,6.000304
2017-08-11,17.594582,6.142039,18.244066,65.099998,12.18507,19.009295,5.458767,15.087211,6.935418,10.913269,10.433961,8.076114,7.097143,22.136349,1.550928,11.622581,0.88,5.659379,25.698978,6.069959
2017-08-14,17.765842,6.243921,18.606989,66.019997,12.157376,19.218538,5.519196,15.671474,6.861724,10.847084,10.350786,8.076114,7.198842,22.536785,1.669654,11.739255,0.8798,5.601532,26.116171,6.020205
2017-08-15,17.828939,6.331248,18.653074,66.080002,12.231226,18.969053,5.438624,16.189774,6.665206,10.911429,10.138226,8.076114,7.234725,22.633055,1.701874,11.80208,0.8696,5.495479,25.965979,6.119713
2017-08-16,17.85598,6.278852,18.653074,66.419998,12.175838,18.791996,5.505767,16.698648,6.640642,11.030931,10.424721,8.104548,7.242044,22.678629,1.835773,11.78413,0.8574,5.697944,26.474953,6.378432
2017-08-17,17.837954,6.232276,18.497532,65.800003,11.972754,18.429836,5.478909,16.896547,6.599701,10.977616,10.387754,8.033457,7.183465,22.496332,1.68966,11.712329,0.837,5.755791,26.032732,6.109762
2017-08-18,17.810913,6.372,18.877741,66.470001,12.120452,18.30912,5.43191,16.609684,6.665206,11.075057,10.332305,8.104548,7.278658,22.712814,1.715885,12.205953,0.872,5.813638,26.324762,5.980402
2017-08-21,17.792885,6.377823,18.871977,66.449997,12.046605,18.268879,5.324479,16.685616,6.542383,11.05851,10.212161,8.138674,7.271336,22.547604,1.772083,11.972605,0.8804,5.794356,26.49164,5.860993
2017-08-22,17.801897,6.576133,19.298265,67.779999,12.332767,18.148163,5.781056,16.97035,6.607889,11.32693,10.51769,8.104548,7.344561,23.026125,1.753237,12.376477,0.889,6.016103,26.583426,5.970452
2017-08-23,17.88302,6.660706,19.471083,68.199997,12.462003,17.987196,5.828055,16.989332,6.763465,11.369214,10.776932,7.982271,7.498333,23.276785,1.734955,12.349553,0.892,6.247493,27.150803,5.82119
2017-08-24,17.846964,6.584882,19.534462,68.839996,12.342,18.027441,5.888485,17.302546,7.025488,11.347153,10.712118,8.246735,7.556916,23.47047,1.787443,12.385453,0.8838,6.507805,28.268875,6.119713
2017-08-25,17.892035,6.511977,19.551737,68.650002,12.397386,17.979151,5.767627,16.989332,7.009112,11.51997,10.619534,8.474231,7.542273,23.402109,1.7937,12.457253,0.8856,6.382469,28.227158,6.278925
2017-08-28,17.892035,6.514893,19.252174,68.720001,12.50816,18.188396,5.653483,16.609684,6.968171,11.279129,10.665829,8.602199,7.527626,23.197031,1.850721,12.448276,0.8846,6.266775,28.66938,6.507792
2017-08-29,17.937101,6.573217,19.580545,68.980003,12.498929,18.293022,5.781056,16.524265,7.000924,11.275452,10.60102,8.579448,7.586205,23.407816,1.858252,12.430329,0.8758,6.305339,28.73613,6.667004
2017-08-30,17.919073,6.520725,19.384674,68.529999,12.554315,18.019394,5.747484,16.846962,7.000924,11.405983,10.943584,8.616417,7.59353,23.28249,1.929434,12.071329,0.8738,6.324622,28.652695,6.657054
2017-08-31,17.901049,6.450735,19.34436,68.410004,12.554315,18.051586,5.626626,17.055775,7.115559,11.236843,10.97136,8.531104,7.469044,22.986258,2.127998,12.250826,0.8778,6.642781,29.270138,6.667004
2017-09-01,17.810913,6.570302,19.747601,69.510002,12.425079,17.971104,5.760913,17.055775,7.590474,11.352668,11.656491,8.462856,7.612045,23.467806,2.113536,12.582902,0.8742,7.327306,29.762419,7.14464
2017-09-04,17.783873,6.576133,19.740257,69.839996,12.286613,17.834288,5.740769,16.97035,7.746052,11.496069,11.952764,8.531104,7.582714,23.348127,2.329521,12.717526,0.8878,7.905777,30.121204,7.164542
2017-09-05,17.864992,6.590715,19.457838,69.760002,12.480465,17.794048,5.72734,16.894417,7.909817,11.479525,11.684267,8.616417,7.626714,23.359529,2.457688,12.932924,0.8976,7.780441,29.704012,7.025231
2017-09-06,18.144413,6.637374,19.751783,70.949997,12.895865,18.027441,5.687055,17.236107,8.049016,11.628442,11.952764,8.752913,7.839381,23.986397,2.559891,13.480398,0.926,8.031112,29.87089,7.373507
2017-09-07,18.144413,6.637374,19.751783,70.949997,12.895865,18.027441,5.687055,17.236107,8.049016,11.628442,11.952764,8.752913,7.839381,23.986397,2.559891,13.480398,0.926,8.031112,29.87089,7.373507
2017-09-08,18.117374,6.689867,19.596161,70.709999,13.015871,17.850388,5.700484,17.255087,8.188214,11.75162,11.313926,8.95766,7.861382,23.957905,2.365375,13.202174,0.936,7.838289,28.769506,7.14464
2017-09-11,18.261593,6.698617,20.351191,71.93,13.117413,18.518368,5.854914,17.20763,8.597626,11.766328,11.443544,8.980409,7.964051,24.362526,2.346792,13.453475,0.9542,8.223937,29.278481,6.965527
2017-09-12,18.937613,6.678204,20.32238,72.099998,12.997408,18.671278,6.063059,17.473389,8.704073,11.810451,11.295408,8.95766,8.000714,24.29413,2.068654,13.345773,0.9406,8.195013,29.420321,6.945625
2017-09-13,19.090843,6.678204,20.408831,72.269997,13.311267,18.751757,5.9422,18.033369,8.532121,11.75162,11.138015,8.869507,8.022713,24.465113,2.166962,13.489372,0.9636,8.156448,29.011477,7.194394
2017-09-14,19.099861,6.815266,20.253206,71.970001,13.468195,18.767857,5.9422,18.46048,8.507556,11.817806,11.054688,8.85813,8.052046,24.408115,2.457688,13.498347,0.948,8.127525,28.051935,7.433212
2017-09-15,19.343225,6.891089,20.685474,73.139999,14.058985,18.791996,6.00263,18.688267,8.884213,11.698304,11.258374,9.025908,8.228048,24.864023,2.493354,13.498347,0.945,8.368554,28.202124,7.54267
2017-09-18,19.108873,6.934833,20.864149,73.5,14.012832,18.505156,6.123488,18.507933,9.187176,11.779198,11.350961,8.95766,8.279384,25.040688,2.435209,13.498347,0.949,8.966309,28.577599,7.323754
2017-09-19,19.289143,7.077729,20.927547,73.449997,14.022061,18.382502,5.928771,18.261164,8.925153,11.760812,11.017653,8.946284,8.250049,24.949507,2.363276,13.588099,0.941,8.869896,28.302248,7.473015
2017-09-20,19.36125,7.229374,20.806511,73.459999,13.735896,17.924576,6.022772,18.669285,8.638566,11.637632,10.952841,8.880879,8.169383,24.687353,2.262871,14.24327,0.9244,9.014514,27.67646,7.482966
2017-09-21,19.25309,7.284779,20.812283,73.07,13.569736,17.646544,5.989201,18.498444,8.384732,11.39863,10.693604,8.95766,8.176717,24.721548,2.281753,14.063769,0.9172,9.178414,27.125771,7.562572
2017-09-22,19.397308,7.287697,20.760406,72.82,13.385115,17.499353,5.821342,18.299126,7.958945,11.407822,10.471399,9.068564,8.162049,24.807035,2.249384,14.08172,0.9146,9.062719,26.625141,7.343656
2017-09-25,19.37928,7.092309,20.408831,71.900002,13.154338,17.13138,5.532625,18.033369,7.696922,11.229489,10.15661,8.915005,8.074048,24.561987,2.151976,14.216346,0.928,7.9347,25.940948,7.13469
2017-09-26,19.090843,7.004822,20.385777,71.849998,13.200493,17.69561,5.405052,17.938456,7.770616,11.343476,10.286228,8.846756,8.066717,24.607574,2.217613,13.965046,0.9462,8.060037,26.283045,7.015281
2017-09-27,19.018736,6.896921,20.17252,71.339996,13.015871,17.393049,5.317766,17.701176,7.590474,11.238682,10.33252,8.730164,7.949382,24.624668,2.047373,13.740672,0.9438,7.68403,26.64183,6.856068
2017-09-28,18.982681,6.832764,19.918924,71.080002,12.831247,17.572952,5.405052,18.128281,7.434899,11.251552,10.054764,8.644853,7.934713,24.493591,2.120505,13.767597,0.9578,7.317665,26.49164,7.244148
2017-09-29,18.964655,6.984409,20.201344,71.580002,12.988176,17.973639,5.358052,19.029949,7.868875,11.260742,10.22142,8.602199,8.088717,24.704453,2.224207,13.731694,0.9282,7.500848,26.591766,7.80139
2017-10-02,18.658192,6.978575,20.403069,71.82,13.00664,17.581129,5.344623,18.811651,8.089956,11.242357,10.184383,8.764289,8.037383,24.747204,2.334204,13.821446,0.924,7.6069,26.616796,7.950651
2017-10-03,19.307173,7.136054,21.277971,74.160004,13.283573,17.679253,5.653483,20.01704,8.892401,11.36186,10.554728,8.747226,8.352717,25.596628,2.367472,14.341993,0.9598,8.349272,27.267616,8.149667
2017-10-04,19.108873,7.066063,21.139576,74.019997,13.200493,17.891859,5.512482,20.14992,8.81052,11.389438,10.526951,8.744382,8.294051,25.368599,2.382759,14.054795,0.9394,8.696355,27.209208,8.308879
2017-10-05,19.135914,6.969827,21.156879,74.040001,12.868172,18.014524,5.633339,19.333673,8.62219,11.39863,10.258454,8.627789,8.345384,25.773352,2.34979,14.270196,0.9354,8.638508,26.92552,8.010356
2017-10-06,18.991695,6.926083,20.93775,73.510002,12.738935,17.769203,5.546053,19.295704,8.39292,11.297514,9.962179,8.516886,8.308718,25.47121,2.388752,14.08172,0.938,9.014514,26.817051,8.139716
2017-10-09,18.991695,6.879423,20.926218,73.209999,12.831247,17.744677,5.532625,19.219774,8.106333,11.297514,9.906628,8.752913,8.184051,25.169069,2.331506,14.26122,0.9604,8.850615,26.283045,7.980504
2017-10-10,19.433363,6.975659,21.404833,74.239998,12.895865,17.630192,5.606483,19.912636,8.188214,11.306705,10.323261,8.744382,8.352717,25.716345,2.386355,14.530469,0.9582,9.110926,26.132856,8.169568
2017-10-11,19.496458,7.010655,21.277971,74.129997,12.932791,17.761024,5.613197,18.773687,7.901626,11.365539,10.202904,8.798412,8.33072,25.653641,2.307829,14.431745,0.96,9.351955,25.949293,7.990454
2017-10-12,19.496458,7.010655,21.277971,74.129997,12.932791,17.761024,5.613197,18.773687,7.901626,11.365539,10.202904,8.798412,8.33072,25.653641,2.307829,14.431745,0.96,9.351955,25.949293,7.990454
2017-10-13,19.947136,6.929001,21.116512,74.449997,12.923558,18.2026,5.626626,18.450983,8.368356,11.479525,10.591759,8.920692,8.323384,25.442705,2.17895,14.431745,0.9976,9.94971,27.459526,7.522769
2017-10-16,19.757851,6.95233,21.058844,74.339996,12.886635,18.2026,5.519196,18.583864,8.294662,11.32509,10.573242,9.0515,8.286716,25.311592,2.077046,14.467645,0.971,9.911145,27.826653,7.26405
2017-10-17,19.604622,6.981493,21.006954,73.709999,12.738935,17.949108,5.458767,18.175739,8.081766,11.382083,10.480657,9.014532,8.191384,25.271677,1.912201,14.476618,0.9626,9.592986,27.184179,7.114789
2017-10-18,19.63166,7.156468,20.914684,74.089996,12.785093,18.022701,5.53934,18.555389,8.11452,11.490556,10.795447,9.114065,8.228048,25.317287,2.119606,14.503544,1.0,9.313391,26.92552,7.632227
2017-10-19,19.676729,7.130221,20.82819,73.790001,12.498929,18.186251,5.572911,17.966932,8.073579,11.610055,10.851,9.281841,8.176717,25.134863,2.097726,14.494569,0.9914,9.727962,27.534618,7.781488
2017-10-20,19.406322,7.18563,20.724398,73.599998,12.369691,18.407034,5.579625,17.966932,8.319225,11.310382,10.813966,9.446774,8.176717,25.083557,2.171457,14.557394,0.9988,9.737603,27.492903,7.612326
2017-10-23,19.199009,7.109807,20.528337,73.599998,12.26815,17.744677,5.532625,17.226616,8.057204,11.030931,10.767673,9.355777,7.98605,24.849827,2.074049,14.539444,1.06,9.30375,27.292646,7.482966
2017-10-24,19.217033,7.144801,20.805124,73.860001,12.295843,17.442114,5.572911,17.539825,8.204591,11.192719,11.128757,9.281841,8.162049,25.032244,2.06206,14.817669,1.0866,9.660475,28.227158,7.662079
2017-10-25,19.099861,7.363521,20.868555,74.010002,12.323537,17.474825,5.525909,17.50186,8.106333,11.321414,11.156531,9.256249,8.286716,25.203278,2.06266,15.006142,1.0808,9.554421,27.993526,7.960602
2017-10-26,18.964655,7.27895,20.678255,73.050003,12.120452,17.13138,5.68034,17.350004,7.811557,11.214781,10.869514,9.375684,8.198714,25.049356,1.968548,15.01512,1.058,9.429086,27.259272,7.741686
2017-10-27,18.847479,7.316861,20.637899,73.370003,12.203533,17.147728,5.541192,17.331018,7.418523,11.527323,10.72138,9.426869,8.176717,24.895426,1.918196,15.284368,1.0964,8.802408,27.159147,7.363557
2017-10-30,18.892544,7.083561,20.268856,72.349998,11.972754,16.722519,5.402663,17.10323,7.000924,11.376568,10.415848,9.384216,7.949382,24.576176,1.895716,15.059994,1.0916,8.40712,26.99227,7.353606
2017-10-31,18.838463,6.969827,19.997828,71.769997,11.705051,18.300724,5.354177,17.074753,6.902665,11.214781,10.138094,9.330185,7.685379,23.97191,1.910702,15.051017,1.1352,8.49389,26.783674,7.562572
2017-11-01,18.694246,6.963996,19.375057,71.269997,11.889675,18.832247,5.132529,16.941881,6.681583,11.343476,9.878855,9.458152,7.626714,23.569847,2.007811,15.167689,1.134,8.185371,27.384428,7.313803
2017-11-02,18.694246,6.963996,19.375057,71.269997,11.889675,18.832247,5.132529,16.941881,6.681583,11.343476,9.878855,9.458152,7.626714,23.569847,2.007811,15.167689,1.134,8.185371,27.384428,7.313803
2017-11-03,18.568056,6.806518,19.569632,71.300003,11.723515,19.551849,4.848543,16.818491,6.534195,11.260742,9.980699,9.520713,7.700046,23.900614,1.844165,15.203591,1.188,8.050396,27.985188,7.363557
2017-11-06,18.513977,6.809434,19.569632,71.790001,11.658896,19.739927,4.848543,16.524265,6.8781,11.251552,10.147351,9.668585,7.722048,23.900614,1.708393,15.643364,1.1918,8.551737,28.652695,7.313803
2017-11-07,18.20751,6.590715,18.894615,69.970001,11.400426,19.069393,4.81391,16.865948,6.583324,11.043802,9.786269,9.671428,7.553379,23.438684,1.545646,14.808694,1.2384,7.809366,27.968498,7.204345
2017-11-08,18.270607,6.771522,19.581173,71.93,11.945062,19.01215,4.987074,17.843546,6.771654,11.39863,9.906628,9.836902,7.802713,24.294109,1.652046,15.212566,1.2356,8.436042,28.318935,7.26405
2017-11-09,18.225538,6.657789,18.871546,70.5,11.723515,18.889492,4.848543,17.112719,6.427749,11.170657,9.693683,9.802184,7.678047,23.638281,1.550142,15.006142,1.2064,8.214296,27.367741,6.995379
2017-11-10,18.21652,6.532391,18.888845,69.970001,11.492737,18.80772,4.682307,16.609684,6.288549,11.214781,9.51777,9.767465,7.678047,23.672497,1.470417,15.006142,1.2244,8.301066,27.34271,6.48789
2017-11-13,18.225538,6.619877,18.981159,70.480003,11.345038,18.668703,4.689234,16.846962,6.444125,11.4115,9.665907,9.834008,7.678047,23.792261,1.532758,14.934342,1.1976,8.638508,27.651434,6.856068
2017-11-14,18.20751,6.511977,18.577303,68.459999,11.132724,18.635992,4.536851,16.657135,6.067467,11.523647,9.212239,9.74432,7.568046,23.336029,1.646051,13.776571,1.18,7.982907,26.833738,7.214296
2017-11-15,18.20751,6.511977,18.577303,68.459999,11.132724,18.635992,4.536851,16.657135,6.067467,11.523647,9.212239,9.74432,7.568046,23.336029,1.646051,13.776571,1.18,7.982907,26.833738,7.214296
2017-11-16,18.405811,6.856094,19.061928,70.169998,11.261958,18.963085,4.557631,17.511354,6.018338,11.76449,9.489996,9.721174,7.685379,23.923426,1.708393,14.189421,1.1998,8.291425,27.200865,7.463064
2017-11-17,18.513977,6.90567,19.396551,70.910004,11.37273,19.134808,4.606116,18.145647,6.321302,11.847221,9.758492,9.747211,7.77338,24.25419,1.777328,14.377896,1.2116,8.416761,27.467867,7.831242
2017-11-20,18.513977,6.90567,19.396551,70.910004,11.37273,19.134808,4.606116,18.145647,6.321302,11.847221,9.758492,9.747211,7.77338,24.25419,1.777328,14.377896,1.2116,8.416761,27.467867,7.831242
2017-11-21,18.757339,7.080645,19.840797,72.0,11.612741,19.461899,4.73772,18.097918,6.255796,11.898699,9.749235,9.836902,7.890717,24.73893,1.816291,14.270196,1.2124,9.014514,28.410721,7.463064
2017-11-22,18.77537,7.166224,19.615786,71.900002,11.437349,19.273821,4.710013,18.040648,6.493254,11.900537,9.925647,9.848475,7.868716,24.499405,1.808198,14.458669,1.218,9.024154,28.986446,7.572523
2017-11-23,18.667206,7.160371,19.471556,71.93,11.465043,19.053038,4.917808,18.021559,6.591513,12.005332,10.074205,9.805077,7.861382,24.425278,1.759644,14.530469,1.2376,8.908461,29.37026,7.443163
2017-11-24,18.586084,7.110627,19.298471,71.629997,11.640434,18.856783,4.779278,17.916559,6.493254,12.023716,9.999928,9.836902,7.788045,24.197161,1.841767,14.449695,1.2752,8.850615,29.862545,7.662079
2017-11-27,18.694246,7.101848,19.269625,71.589996,11.76967,18.889492,4.890102,17.964283,6.550572,12.02004,10.269193,9.836902,7.912713,24.34543,1.78602,14.24327,1.2648,9.062719,29.545479,7.731735
2017-11-28,18.730301,7.098922,19.327322,71.860001,11.640434,18.725941,5.021705,17.744745,6.370431,11.849059,10.194914,9.796397,7.883379,24.385355,1.761442,14.216346,1.274,8.937386,30.246365,7.562572
2017-11-29,18.531998,6.876532,18.958075,70.25,11.289652,18.79954,4.862396,17.372475,6.157537,11.876637,10.306333,9.828223,7.692713,23.883507,1.744359,13.758621,1.254,8.58066,29.787453,7.512818
2017-11-30,18.531998,6.80045,18.836929,69.400002,11.160417,18.725941,4.571483,17.296114,6.026526,11.757135,10.287763,9.938164,7.612045,23.535633,1.702998,13.803496,1.2818,8.25286,29.320198,7.323754
2017-12-01,18.432852,6.736075,18.79077,69.669998,11.492737,18.905846,4.73772,17.0193,6.083844,11.786551,10.259907,9.920806,7.681814,23.521366,1.744658,14.009921,1.349,8.561378,29.603889,7.41331
2017-12-04,18.550026,6.703886,19.112432,70.529999,11.880444,19.118454,4.793132,16.962029,6.157537,11.81229,10.482748,9.834008,7.711191,23.869377,1.729373,13.893247,1.3658,8.65779,30.730309,7.114789
2017-12-05,18.522987,6.633658,18.916176,70.0,11.566586,19.200228,4.710013,16.866571,5.944644,11.929954,10.334188,9.726959,7.674471,23.726742,1.723379,13.740672,1.333,8.291425,30.054453,7.41331
2017-12-06,18.667206,6.569283,19.112432,72.980003,11.69582,19.363771,4.710013,17.601564,6.141161,12.005332,10.334188,9.836902,7.78463,23.977762,1.747656,13.929145,1.344,8.532454,29.837515,7.522769
2017-12-07,18.676216,6.449308,18.973894,70.0,11.548123,19.151163,4.640749,16.885666,5.985585,11.924438,10.464176,9.752999,7.696501,23.897894,1.931983,13.695796,1.3578,8.426401,29.48707,7.423262
2017-12-08,18.946625,6.358597,19.025856,70.120003,11.492737,19.077568,4.647676,16.217493,6.034714,11.917083,10.863431,9.752999,7.72588,24.103262,2.096828,13.776571,1.36,8.349272,29.603889,7.741686
2017-12-11,19.063805,6.449308,19.025856,70.440002,11.566586,19.265646,4.668455,15.768863,6.132972,12.010846,10.993423,9.79929,7.762599,24.166025,2.090833,13.803496,1.3644,8.619224,29.837515,7.741686
2017-12-12,19.37928,6.583914,19.401058,71.400002,11.705051,19.707216,4.67538,16.446579,6.337678,12.152411,11.141981,9.836902,7.843381,24.359991,2.089634,13.902222,1.392,8.561378,30.187956,7.433212
2017-12-13,18.973667,6.431753,19.072025,70.379997,11.640434,19.453722,4.529924,16.704304,6.255796,12.134025,10.909858,9.643056,7.733222,23.818022,2.06206,13.623997,1.396,8.378195,30.129547,7.383459
2017-12-14,18.901556,6.455161,18.921949,70.0,11.465043,19.249292,4.426027,16.513397,6.255796,11.913406,10.993423,9.698028,7.711191,23.441504,2.074049,13.471422,1.44,8.349272,30.238018,7.433212
2017-12-15,18.838463,6.428824,18.846916,69.949997,11.455813,19.437366,4.488366,16.46567,6.362243,12.075194,11.197693,9.553368,7.747909,23.524227,2.080342,13.417572,1.467,8.358914,30.780367,7.791439
2017-12-18,18.847479,6.446382,18.996986,70.669998,11.603509,19.208399,4.502218,16.704304,6.149349,11.858252,11.123412,9.547583,7.711191,23.518503,2.06176,13.659898,1.443,8.233577,31.573027,7.738552
2017-12-19,18.838327,6.408343,18.875771,70.169998,11.400426,19.069393,4.405248,16.666122,6.067467,11.81229,11.244116,9.489717,7.637753,23.386826,2.005713,13.588099,1.46,8.291425,31.581371,7.518878
2017-12-20,18.938971,6.434679,19.048943,70.900002,11.280421,18.914024,4.4191,16.60885,6.370431,11.744266,11.392677,9.498397,7.755254,23.472706,2.099062,13.677848,1.464,8.66743,32.666077,7.558818
2017-12-21,19.186001,6.519537,19.608862,72.540001,11.548123,18.889492,4.571483,16.866571,6.509631,11.79942,11.596945,9.59098,8.041672,24.463135,2.17715,14.234296,1.494,8.725277,33.150013,7.688626
2017-12-22,19.240894,6.599892,19.66659,72.699997,11.37273,18.905846,4.564557,17.00021,6.591513,11.758974,11.550519,9.74432,8.049012,24.348633,2.196748,14.13557,1.5368,8.628866,33.554722,7.728567
2017-12-25,19.240894,6.599892,19.66659,72.699997,11.37273,18.905846,4.564557,17.00021,6.591513,11.758974,11.550519,9.74432,8.049012,24.348633,2.196748,14.13557,1.5368,8.628866,33.554722,7.728567
2017-12-26,19.442183,6.620616,19.663324,73.25,11.474275,19.126631,4.633822,16.990662,6.607889,11.9465,11.485526,9.839795,8.084859,24.445963,2.276043,14.333018,1.578,8.66743,33.605312,7.798464
2017-12-27,19.579416,6.712405,19.686935,73.650002,11.548123,19.224756,4.703087,17.382019,6.83716,12.088062,11.466956,9.750106,8.062484,24.314281,2.330615,14.404819,1.617,8.773485,33.613754,7.838405
2017-12-28,19.469629,6.744975,19.982082,73.82,11.751208,19.329325,4.758499,17.563381,6.861724,12.069679,11.494811,9.836902,8.069942,24.377262,2.418654,14.449695,1.636,8.773485,33.951065,7.918286
2017-12-29,19.469629,6.744975,19.982082,73.82,11.751208,19.329325,4.758499,17.563381,6.861724,12.069679,11.494811,9.836902,8.069942,24.377262,2.418654,14.449695,1.636,8.773485,33.951065,7.918286
2018-01-02,19.844748,6.783468,20.424826,75.099998,11.44658,19.797764,4.820838,17.506113,7.10737,12.082548,12.042627,9.752999,8.226566,25.130365,2.390916,14.853566,1.709,9.255544,35.182281,7.698611
2018-01-03,19.890491,6.898942,20.517693,75.300003,11.409657,20.077188,4.779278,17.658833,7.369393,12.106448,12.024054,9.752999,8.323527,25.302181,2.360765,14.988194,1.74,9.564064,34.971458,7.738552
2018-01-04,19.780704,6.943357,20.854338,76.0,11.548123,20.09362,4.723866,17.897469,7.598663,11.970173,12.674003,9.836902,8.480149,25.829071,2.417448,15.01512,1.8002,10.103968,35.114811,7.798464
2018-01-05,19.853895,7.04403,20.972456,76.440002,11.585049,20.323736,4.730793,17.859287,7.770616,12.088034,12.516158,9.964203,8.495069,25.903526,2.369811,15.104866,1.9016,9.670115,35.662952,7.548833
2018-01-08,19.817299,7.076598,20.966564,76.760002,11.538891,20.54563,4.744646,17.067026,8.147273,12.246408,12.952554,10.126223,8.487609,25.81761,2.370112,15.284368,2.0456,9.77617,36.455658,7.678641
2018-01-09,19.762403,6.975927,20.771656,76.160004,11.317346,20.175804,4.647676,17.277027,8.368356,12.246408,13.026834,10.111756,8.353358,25.536989,2.313128,15.284368,1.8286,9.882221,36.320728,7.718582
2018-01-10,19.762403,6.913748,20.553131,75.599998,11.261958,19.888166,4.71694,17.611111,8.39292,12.152488,12.850418,10.108864,8.353358,25.451084,2.336645,15.077943,1.804,9.882221,35.814751,7.518878
2018-01-11,19.991138,7.026263,20.966564,76.660004,11.437349,19.871731,4.81391,16.971573,8.884213,12.22431,13.899623,10.415544,8.487609,25.983704,2.340866,15.481819,1.98,10.412488,36.51469,7.738552
2018-01-12,19.762403,6.990732,20.966564,76.669998,11.271191,19.805983,4.765425,16.236582,8.605814,12.321912,13.899623,10.701969,8.509984,25.960791,2.338454,15.52669,1.918,10.624594,36.725517,7.738552
2018-01-15,19.96369,7.011458,21.114206,77.07,11.52966,19.518345,4.744646,16.169764,8.826895,12.522642,13.760346,10.849524,8.614402,26.121145,2.378855,15.571566,1.9,10.894547,36.658051,7.778493
