Date,ADA-USD,BCH-USD,BNB-USD,BTC-USD,DOGE-USD,EOS-USD,ETC-USD,ETH-USD,GAS-USD,LINK-USD,LTC-USD,REP-USD,TRX-USD,VET-USD,XLM-USD,XMR-USD,XRP-USD
2018-08-21,0.095003,536.567017,9.71463,6488.759766,0.002424,4.91254,12.6979,281.944,5.02275,0.311927,56.350201,19.3256,0.021003,0.015389,0.214708,94.915802,0.335177
2018-08-22,0.090149,519.952026,9.53973,6376.709961,0.002315,4.72362,12.2388,271.341003,4.69019,0.314632,55.3186,18.579201,0.019712,0.013787,0.206896,90.080597,0.319803
2018-08-23,0.092453,530.768982,9.71504,6534.879883,0.002385,4.91962,12.4833,277.104004,5.60182,0.321022,57.5434,19.0956,0.020771,0.014674,0.222162,90.062897,0.327709
2018-08-24,0.094077,535.405029,10.2347,6719.959961,0.002426,5.05052,12.5919,282.96701,5.68141,0.336927,57.929798,19.032101,0.021606,0.014535,0.219806,93.761101,0.327606
2018-08-25,0.094282,537.239014,10.1358,6763.189941,0.00237,5.04717,12.5542,279.645996,5.63648,0.319767,57.907902,19.1416,0.022481,0.015413,0.217795,92.542297,0.32823
2018-08-26,0.093338,522.883972,10.1856,6707.259766,0.002404,4.95435,12.5623,275.196991,5.72974,0.328878,57.334099,19.3857,0.022764,0.015233,0.21484,95.302101,0.323776
2018-08-27,0.100264,546.356995,11.2128,6884.640137,0.002462,5.35696,12.6518,285.602997,6.89944,0.336085,60.249901,19.9624,0.02446,0.017824,0.225437,104.528999,0.336903
2018-08-28,0.10548,565.30603,11.4861,7096.279785,0.002607,5.90475,13.2786,296.498993,7.55375,0.335793,63.024399,21.008499,0.026847,0.01798,0.234745,107.523003,0.351837
2018-08-29,0.105469,554.367004,11.1735,7047.160156,0.002606,6.12292,13.014,289.312012,6.8191,0.30871,61.7672,20.7722,0.025426,0.016924,0.226211,103.554001,0.344803
2018-08-30,0.10056,540.025024,10.7626,6978.22998,0.003206,6.0785,12.9242,284.105011,6.64025,0.30539,60.315201,20.029301,0.024897,0.017341,0.220902,102.814003,0.335444
2018-08-31,0.102196,543.078003,11.0138,7037.580078,0.004794,6.42691,12.7944,283.003998,7.08286,0.328099,61.925499,19.672199,0.025345,0.017143,0.222076,116.657997,0.335332
2018-09-01,0.106827,615.312012,11.3794,7193.25,0.006278,6.64397,13.2226,295.341003,7.62457,0.328258,65.950996,20.3174,0.02659,0.018176,0.229722,120.973,0.347721
2018-09-02,0.104432,645.880005,11.2994,7272.720215,0.004999,6.59917,13.3274,294.371002,7.43403,0.310938,65.649399,20.2134,0.025572,0.017815,0.224744,120.496002,0.342523
2018-09-03,0.103607,626.362976,11.2611,7260.060059,0.005266,6.46575,14.0628,289.259003,8.07849,0.30394,65.373199,20.5401,0.025037,0.018753,0.225325,135.554993,0.335961
2018-09-04,0.105265,625.067017,11.3592,7361.660156,0.005269,6.47528,13.9768,285.722992,8.6549,0.29972,67.7099,20.7096,0.025255,0.019471,0.231268,137.951004,0.331652
2018-09-05,0.087569,530.513,10.0866,6792.830078,0.004931,5.21933,11.8854,232.330994,6.81384,0.268699,58.437698,17.2127,0.02181,0.016192,0.207437,115.064003,0.283601
2018-09-06,0.088666,519.161987,10.2842,6529.169922,0.00501,5.23871,11.9828,230.214996,7.26325,0.27239,57.486198,16.5327,0.021644,0.016142,0.207484,117.489998,0.30271
2018-09-07,0.083983,501.569,10.0373,6467.069824,0.005307,5.09466,11.6971,217.203003,6.96908,0.260662,56.1978,15.5505,0.020595,0.015676,0.207662,111.879997,0.291435
2018-09-08,0.078235,475.285004,9.52008,6225.97998,0.005692,4.76291,11.0188,197.951004,6.30442,0.241907,53.244598,14.2516,0.019312,0.014644,0.194437,104.330002,0.279333
2018-09-09,0.076643,481.184998,9.51263,6300.859863,0.005829,4.96782,11.239,196.923996,6.37599,0.239741,54.924198,14.5609,0.019365,0.01449,0.192781,106.216003,0.27868
2018-09-10,0.073508,465.587006,9.52487,6329.700195,0.006892,5.03595,11.3154,197.078995,6.02784,0.247807,54.595798,14.1258,0.019381,0.014124,0.190839,105.643997,0.270321
2018-09-11,0.070513,440.834991,9.37396,6321.200195,0.006329,4.98387,11.3199,185.065994,5.61443,0.260429,52.367298,13.966,0.018677,0.013121,0.201071,105.644997,0.26371
2018-09-12,0.066745,432.847992,9.21443,6351.799805,0.006455,4.93877,10.6939,183.330994,5.57299,0.253495,51.656601,13.2616,0.018243,0.013835,0.198293,104.322998,0.270087
2018-09-13,0.069829,464.437012,9.60406,6517.310059,0.006554,5.38786,11.1334,211.354004,5.76422,0.271776,54.5364,14.0136,0.019946,0.01406,0.207806,112.035004,0.280583
2018-09-14,0.068248,449.502991,9.93005,6512.709961,0.00618,5.27087,10.9985,211.748993,5.68912,0.268898,56.5765,13.5255,0.019832,0.013978,0.201743,116.967003,0.277159
2018-09-15,0.069322,450.68399,10.1103,6543.200195,0.006165,5.40132,11.3706,223.074005,5.79746,0.269288,56.7131,13.2971,0.019933,0.014275,0.203202,119.396004,0.282008
2018-09-16,0.069963,449.160004,9.93602,6517.180176,0.006531,5.41922,11.2196,220.589005,5.39745,0.273865,56.972698,13.4995,0.019975,0.01417,0.20651,117.038002,0.281166
2018-09-17,0.063899,420.451996,9.40526,6281.200195,0.006243,4.88848,10.3435,197.875,4.80373,0.268721,52.540501,12.3138,0.018517,0.012725,0.196827,107.193001,0.272251
2018-09-18,0.06943,435.678986,9.54406,6371.299805,0.005981,5.10011,10.5974,209.975006,4.98986,0.291212,54.097198,12.6261,0.019389,0.012956,0.208417,112.447998,0.32186
2018-09-19,0.07235,429.22699,9.61909,6398.540039,0.005609,5.22915,10.7893,209.968994,5.00209,0.329173,54.334499,12.4584,0.019753,0.013005,0.206563,109.514,0.326053
2018-09-20,0.081493,455.743011,10.0745,6519.669922,0.005695,5.7442,11.1709,224.591003,5.35055,0.358403,56.634399,13.1573,0.021413,0.01363,0.231897,116.278,0.449918
2018-09-21,0.087606,499.039001,10.4108,6734.950195,0.005684,6.14194,11.6662,246.584,5.45427,0.353303,60.722801,14.2784,0.02493,0.01439,0.249211,123.737999,0.561462
2018-09-22,0.083193,487.829987,10.245,6721.97998,0.005758,5.93013,11.4132,240.479996,5.22031,0.33786,60.4366,13.5695,0.023176,0.013666,0.239225,122.214996,0.570798
2018-09-23,0.089754,488.647003,10.2806,6710.629883,0.005901,6.02063,11.5986,244.330002,5.39825,0.343609,61.366402,13.521,0.023791,0.013945,0.281478,122.496002,0.570689
2018-09-24,0.082754,463.089996,10.0359,6595.410156,0.005677,5.68276,11.0541,228.729996,5.18206,0.334657,57.969101,13.2293,0.022089,0.013123,0.259048,115.480003,0.494712
2018-09-25,0.081028,445.226013,9.78316,6446.470215,0.005686,5.38191,11.0877,218.505005,5.06698,0.326493,57.537601,13.0542,0.02128,0.012803,0.252306,116.402,0.526941
2018-09-26,0.079476,515.934021,9.73663,6495.0,0.005695,5.555,10.9944,215.847,5.10744,0.348924,57.3955,12.8302,0.021028,0.012554,0.244767,115.593002,0.516308
2018-09-27,0.086001,564.409973,10.0312,6676.75,0.005879,5.81607,11.4174,228.494003,5.50709,0.34559,62.979401,13.4507,0.022507,0.013078,0.259216,119.254997,0.541381
2018-09-28,0.084032,539.862976,9.96934,6644.129883,0.005831,5.77004,11.2595,222.401993,7.04259,0.334983,61.8951,13.2078,0.021978,0.013047,0.254127,117.055,0.539112
2018-09-29,0.084606,536.911987,9.99914,6601.959961,0.005865,5.76413,11.4039,231.634995,6.21504,0.329202,61.606899,13.5108,0.022035,0.013052,0.253908,114.864998,0.571228
2018-09-30,0.085195,529.924988,10.0178,6625.560059,0.005906,5.7192,11.332,232.848007,6.02859,0.331898,61.141899,13.4197,0.022165,0.012891,0.259599,116.255997,0.581572
2018-10-01,0.084469,530.914001,9.94366,6589.620117,0.005942,5.7366,11.2111,230.768005,5.86848,0.325232,60.208099,13.266,0.022052,0.012804,0.258404,114.521004,0.576461
2018-10-02,0.082525,533.265015,10.3568,6556.100098,0.005824,5.64653,11.1692,227.181,5.82302,0.321105,59.705399,13.239,0.022093,0.012994,0.248286,116.828003,0.520837
2018-10-03,0.080789,514.525024,10.2712,6502.589844,0.005704,5.61811,11.1183,220.488998,5.53786,0.310338,57.477501,12.9008,0.0216,0.012765,0.241136,114.684998,0.528162
2018-10-04,0.081304,513.030029,10.2556,6576.689941,0.005645,5.77741,11.0469,222.218002,5.56163,0.32094,58.279499,12.8992,0.022703,0.012826,0.244278,114.533997,0.526606
2018-10-05,0.082991,520.632996,10.6362,6622.47998,0.005669,5.81133,11.0535,227.600998,5.65426,0.356504,58.766201,12.7355,0.023275,0.01311,0.245192,114.876999,0.519026
2018-10-06,0.081303,508.623993,10.3721,6588.310059,0.005545,5.72932,10.918,225.119995,5.78641,0.338098,57.844101,12.6146,0.023715,0.012996,0.239771,115.07,0.488082
2018-10-07,0.084658,517.468018,10.519,6602.950195,0.005562,5.75912,10.8981,226.119003,5.69484,0.337637,58.160301,12.7647,0.026875,0.013076,0.245138,113.717003,0.482039
2018-10-08,0.086607,528.974976,10.5066,6652.22998,0.005578,5.91345,10.9549,229.255005,5.83716,0.343585,59.412601,13.159,0.026592,0.013666,0.249009,114.275002,0.489751
2018-10-09,0.086357,517.789978,10.3849,6642.640137,0.005635,5.90976,10.8934,227.981995,5.93668,0.339712,58.713299,13.1591,0.026058,0.013595,0.243915,113.674004,0.479857
2018-10-10,0.084679,512.924011,10.328,6585.529785,0.005552,5.8799,10.8275,225.768997,5.81678,0.347861,57.9818,13.2943,0.025355,0.013281,0.241593,113.459,0.462387
2018-10-11,0.070939,433.036987,9.30132,6256.240234,0.005,5.07727,9.172,189.498993,4.91961,0.303201,51.233002,11.7124,0.020929,0.011229,0.207037,100.384003,0.38313
2018-10-12,0.073214,443.229004,9.52894,6274.580078,0.005247,5.17955,9.46356,196.727005,4.9301,0.311278,53.551701,11.7907,0.022738,0.011562,0.216032,100.709,0.419115
2018-10-13,0.073103,448.410004,9.54036,6285.990234,0.005182,5.25391,9.48231,199.841003,5.03947,0.318843,53.451801,12.461,0.023565,0.011481,0.21481,102.137001,0.418878
2018-10-14,0.071293,439.234009,9.49674,6290.930176,0.005158,5.16729,9.40812,195.714996,5.00808,0.325284,52.187401,12.0545,0.023622,0.01136,0.210144,100.906998,0.403286
2018-10-15,0.074789,459.381012,10.3161,6596.540039,0.005218,5.47103,9.77753,209.703995,5.18152,0.339638,54.879601,12.291,0.025082,0.011783,0.223001,107.109001,0.447316
2018-10-16,0.075814,458.011993,10.0109,6596.109863,0.005017,5.43699,9.71457,210.119995,5.27439,0.358845,54.068199,12.6439,0.024358,0.011847,0.227978,107.394997,0.470253
2018-10-17,0.077408,448.792999,9.90447,6544.430176,0.004599,5.41193,9.80617,207.082993,5.2489,0.376968,53.6721,12.624,0.024234,0.011744,0.240403,105.362,0.468197
2018-10-18,0.075131,438.424988,9.71658,6476.709961,0.004386,5.35464,9.59396,203.352005,5.15925,0.376913,52.526901,12.5119,0.024271,0.011396,0.239452,102.913002,0.457725
2018-10-19,0.075836,440.846008,9.76675,6465.410156,0.00447,5.33373,9.59793,203.727005,5.15259,0.361977,53.0201,12.3528,0.024074,0.011454,0.242853,103.723,0.454178
2018-10-20,0.076342,447.445007,9.75463,6489.189941,0.004551,5.37239,9.68825,205.429993,5.32864,0.370766,53.362801,12.585,0.024157,0.011494,0.244182,103.778999,0.459151
2018-10-21,0.075873,447.851013,9.7433,6482.350098,0.004517,5.42305,9.64013,205.141998,5.25055,0.371791,52.915798,13.1053,0.024196,0.011353,0.241724,105.099998,0.456694
2018-10-22,0.075776,447.210999,9.72685,6487.160156,0.004366,5.38301,9.99823,204.044006,5.19647,0.390431,52.203899,13.17,0.023811,0.011068,0.242361,105.459999,0.453109
2018-10-23,0.074743,442.654999,9.80308,6475.740234,0.004172,5.41871,9.79853,204.335999,5.20654,0.437883,52.541302,13.5585,0.023477,0.01175,0.242215,108.442001,0.462058
2018-10-24,0.074321,442.446014,9.74532,6495.839844,0.003911,5.37987,9.71807,203.852005,5.32688,0.412075,52.514999,14.2133,0.02348,0.011389,0.23776,106.949997,0.457237
2018-10-25,0.073859,440.229004,9.69228,6476.290039,0.003717,5.37389,9.64386,202.718994,5.24261,0.437743,52.2346,13.6898,0.023144,0.011308,0.235646,106.321999,0.458052
2018-10-26,0.073713,438.73999,9.70268,6474.75,0.003984,5.38683,9.63857,203.328995,5.18629,0.432123,52.0989,13.6561,0.023586,0.0111,0.234011,105.017998,0.459288
2018-10-27,0.072886,437.527008,9.65445,6480.379883,0.004195,5.38173,9.60512,204.210007,5.16628,0.444364,51.931999,13.9734,0.023274,0.010888,0.22876,103.899002,0.456348
2018-10-28,0.073166,441.084015,9.66679,6486.390137,0.004063,5.42523,9.6136,205.365997,5.24175,0.440448,51.9375,14.797,0.023555,0.010965,0.232871,104.975998,0.462406
2018-10-29,0.069627,417.571014,9.40262,6332.629883,0.003847,5.14621,9.0755,197.246994,4.89733,0.418148,49.0714,14.2295,0.022185,0.010496,0.222357,101.487999,0.441514
2018-10-30,0.069647,421.93399,9.38704,6334.27002,0.00385,5.13581,9.00671,197.556,4.93293,0.45041,49.239101,14.4243,0.022191,0.010191,0.225093,102.553001,0.444759
2018-10-31,0.069705,422.859009,9.36496,6317.609863,0.003764,5.19628,8.98033,197.380997,4.96152,0.506044,49.441502,14.2202,0.022192,0.010365,0.223471,103.834,0.448382
2018-11-01,0.070867,424.089996,9.54922,6377.779785,0.003777,5.27699,9.04668,198.871994,5.01953,0.514022,50.2719,14.2217,0.022575,0.01047,0.222945,103.880997,0.455722
2018-11-02,0.072584,462.01001,9.57308,6388.439941,0.003773,5.35556,9.14048,200.634995,5.08263,0.500783,51.3307,14.4203,0.02286,0.010413,0.234244,105.779999,0.458685
2018-11-03,0.071479,477.993988,9.53021,6361.259766,0.003733,5.31459,9.10949,200.186005,5.02286,0.543031,50.9734,15.3312,0.022701,0.010339,0.235706,106.866997,0.455667
2018-11-04,0.076229,560.182983,9.62754,6376.129883,0.003676,5.44931,9.36622,207.485992,5.27195,0.503996,53.612499,14.8301,0.023273,0.010656,0.241638,111.795998,0.462691
2018-11-05,0.076148,558.466003,9.67251,6419.660156,0.003622,5.46802,9.39943,209.091003,5.05346,0.481368,53.546299,14.5533,0.023745,0.010663,0.246529,111.345001,0.497412
2018-11-06,0.080952,628.507019,9.78081,6461.009766,0.003696,5.728,9.87815,218.451996,5.23282,0.484115,55.945099,14.7141,0.024421,0.011204,0.265596,112.893997,0.54908
2018-11-07,0.078544,617.255005,9.81693,6530.140137,0.003637,5.64958,9.63749,217.182999,5.24094,0.482141,54.1889,14.8084,0.023774,0.010816,0.256718,111.513,0.535707
2018-11-08,0.076493,574.434021,9.65095,6453.720215,0.003384,5.50489,9.43839,212.231003,5.13551,0.497974,52.373402,14.7279,0.023115,0.010494,0.256043,108.427002,0.493508
2018-11-09,0.074226,544.419006,9.5542,6385.620117,0.00314,5.38278,9.45473,210.074005,5.02561,0.492477,51.896,14.6912,0.023028,0.010189,0.255542,106.892998,0.500668
2018-11-10,0.075221,556.499023,9.55752,6409.220215,0.003285,5.42169,9.4615,212.533005,5.05684,0.521143,52.401798,14.6391,0.023023,0.010275,0.26123,105.245003,0.506698
2018-11-11,0.076481,533.341003,9.466,6411.27002,0.003162,5.44379,9.26312,211.339996,4.9778,0.509636,51.364899,13.8371,0.022811,0.010142,0.273605,106.375999,0.505913
2018-11-12,0.076001,516.307007,9.36122,6371.27002,0.003064,5.40217,9.19434,210.417999,4.90298,0.562799,50.648201,13.4839,0.022471,0.009885,0.267326,105.139,0.517165
2018-11-13,0.073603,512.409973,9.24841,6359.490234,0.002945,5.22641,9.08166,206.826004,4.73231,0.581442,49.696602,13.1302,0.021999,0.009241,0.257787,105.112999,0.510112
2018-11-14,0.064824,439.308014,8.40701,5738.350098,0.002695,4.63576,7.94781,181.397003,4.09443,0.547843,43.610802,11.2065,0.01936,0.00837,0.233043,90.758202,0.474372
2018-11-15,0.063543,421.320007,8.18486,5648.029785,0.0028,4.68813,7.72258,180.806,3.83678,0.541633,43.948299,11.1495,0.019076,0.007974,0.241944,88.672501,0.481708
2018-11-16,0.061151,388.820007,7.88448,5575.549805,0.002746,4.54751,7.45967,175.177002,3.8808,0.512894,42.4589,11.0947,0.018896,0.007722,0.23885,87.055298,0.471609
2018-11-17,0.060675,387.748993,7.7182,5554.330078,0.002595,4.57277,7.38562,174.001007,3.73595,0.48512,41.928902,10.8413,0.018809,0.0077,0.244927,88.003304,0.491654
2018-11-18,0.061916,386.252014,7.99976,5623.540039,0.002643,4.58737,7.44889,177.067001,3.77431,0.524238,42.3279,10.9932,0.018849,0.007662,0.249758,89.392998,0.510473
2018-11-19,0.052582,336.954987,6.63209,4871.490234,0.002418,4.083,6.19797,149.175003,3.0029,0.41129,36.641102,8.83204,0.015803,0.006034,0.224412,72.489998,0.478166
2018-11-20,0.044777,223.701996,5.76021,4451.870117,0.002254,3.70744,5.50264,130.339005,2.64671,0.341813,33.044201,8.21975,0.013839,0.005296,0.193193,66.486,0.434726
2018-11-21,0.04778,235.951004,6.19905,4602.169922,0.002448,3.81101,5.75206,136.701004,2.80646,0.367507,34.670601,9.05947,0.014726,0.005799,0.203688,68.942802,0.447651
2018-11-22,0.044255,211.468002,5.75555,4365.939941,0.002412,3.55457,5.34012,126.706001,2.60512,0.342961,32.195099,10.0348,0.013876,0.005262,0.187797,65.858101,0.42608
2018-11-23,0.043412,207.425995,5.55743,4347.109863,0.002361,3.6004,5.21256,123.295998,2.60941,0.329343,32.159698,9.32258,0.01367,0.005164,0.181211,66.6269,0.407428
2018-11-24,0.038458,180.688995,5.11528,3880.76001,0.002224,3.26139,4.7661,113.494003,2.37319,0.284568,29.217699,8.27396,0.012548,0.004524,0.154205,58.3582,0.375336
2018-11-25,0.037725,184.584,5.18058,4009.969971,0.00222,3.35008,4.7647,116.449997,2.31565,0.259428,30.8922,7.89467,0.012373,0.004687,0.159607,58.053299,0.374551
2018-11-26,0.035806,182.042999,4.92645,3779.129883,0.002099,3.18379,4.31575,108.334999,2.15338,0.283866,29.410999,7.56572,0.011661,0.004334,0.144795,53.216999,0.355451
2018-11-27,0.036461,179.063004,4.91305,3820.719971,0.002087,3.03017,4.5317,110.010002,2.25851,0.287584,31.0688,7.76001,0.011855,0.004421,0.144374,57.131599,0.360163
2018-11-28,0.042021,190.072006,5.33696,4257.419922,0.002246,3.27937,4.98876,122.438004,2.55437,0.33146,34.626598,8.6419,0.014649,0.005242,0.162237,63.524101,0.390557
2018-11-29,0.041866,180.983429,5.346633,4278.84668,0.002241,3.02185,4.931714,117.542648,2.602904,0.344782,33.797447,8.667298,0.015695,0.005316,0.16508,61.195538,0.379562
2018-11-30,0.038916,173.066895,5.078572,4017.268555,0.002165,2.8829,4.601219,113.171417,2.363838,0.322242,32.064762,8.17974,0.01439,0.004767,0.15863,57.792904,0.362455
2018-12-01,0.041468,172.123306,5.288723,4214.671875,0.00225,2.957248,4.852973,118.635559,2.513512,0.332692,34.340736,8.737203,0.015184,0.005066,0.166332,59.647549,0.372906
2018-12-02,0.041672,172.113403,5.250417,4139.87793,0.002246,2.849377,5.152367,116.388901,2.521857,0.315657,33.71315,8.471646,0.014935,0.004923,0.160301,59.101021,0.367627
2018-12-03,0.038671,159.818253,5.109251,3894.130859,0.002371,2.593591,4.513352,108.925018,2.295123,0.288482,31.072802,7.849957,0.013868,0.004542,0.149536,54.837246,0.348754
2018-12-04,0.037699,149.658966,5.880791,3956.893799,0.002196,2.455418,4.40952,110.214188,2.317787,0.287812,31.186125,8.155342,0.014412,0.004607,0.147653,56.978962,0.352231
2018-12-05,0.034251,130.541046,5.984278,3753.994873,0.00218,2.195391,4.029115,102.475555,2.126623,0.256613,29.295238,7.438926,0.013952,0.004433,0.135936,51.666626,0.338242
2018-12-06,0.030798,107.592735,4.951687,3521.101807,0.002097,1.867986,3.516687,91.761055,1.868772,0.222732,26.943661,6.827134,0.012817,0.004112,0.119594,46.534531,0.310936
2018-12-07,0.029864,106.852493,4.52865,3419.937256,0.002104,1.743185,3.843947,93.294563,1.774823,0.216468,25.272585,6.403173,0.013225,0.00392,0.115263,46.462021,0.301997
2018-12-08,0.030678,104.0476,4.700418,3476.114746,0.00212,1.843628,3.859453,92.159637,1.779641,0.228283,24.864017,6.285136,0.013467,0.003907,0.118993,45.573616,0.307269
2018-12-09,0.031693,109.61795,4.859104,3614.234375,0.002102,2.032235,3.99561,95.142059,1.875349,0.239791,25.947023,6.454263,0.013625,0.00407,0.124328,47.746719,0.31337
2018-12-10,0.030203,107.314186,4.712263,3502.656006,0.0021,1.937285,3.911864,91.685654,1.803565,0.219072,24.6178,6.01046,0.013317,0.003833,0.118253,44.604153,0.303766
2018-12-11,0.029551,102.072952,4.940698,3424.588135,0.002088,1.848829,3.744005,88.945305,1.714743,0.223391,23.802383,6.231217,0.013291,0.00373,0.112835,42.736801,0.301345
2018-12-12,0.030609,102.592163,5.023137,3486.950195,0.002111,1.979525,3.905135,90.5933,1.750855,0.226759,24.49383,6.914315,0.013353,0.003729,0.11369,43.936119,0.307323
2018-12-13,0.02919,90.302277,4.650704,3313.677246,0.002065,1.850774,3.875795,86.539314,1.672508,0.205696,23.668861,6.193492,0.013058,0.003528,0.1058,40.962246,0.300026
2018-12-14,0.028358,80.37075,4.533357,3242.484863,0.00207,1.828408,3.720038,84.308296,1.625145,0.202932,23.464331,5.781852,0.012775,0.003379,0.09774,39.282673,0.28879
2018-12-15,0.028274,77.365776,4.563012,3236.761719,0.002113,1.899889,3.641354,84.440811,1.630578,0.203357,23.782425,5.600494,0.012784,0.00336,0.095439,38.851704,0.285883
2018-12-16,0.029103,81.639008,4.645258,3252.839111,0.002125,1.915091,3.639474,85.2621,1.659734,0.206882,25.59721,5.688363,0.013022,0.00342,0.096278,39.339485,0.287929
2018-12-17,0.032824,90.34507,5.110017,3545.864746,0.002533,2.398674,4.005391,95.133827,1.875459,0.233422,29.26889,6.249262,0.014221,0.004032,0.109693,43.82275,0.328453
2018-12-18,0.034735,105.200768,5.60027,3696.059082,0.002684,2.644874,4.202455,101.112457,1.95299,0.270225,30.142157,6.498305,0.014831,0.004137,0.11433,46.582493,0.350162
2018-12-19,0.034545,128.448013,5.491901,3745.950684,0.00272,2.49692,4.423794,101.268578,1.924709,0.296346,29.682787,6.908505,0.015665,0.00422,0.114245,46.312855,0.351956
2018-12-20,0.039401,194.230972,5.792257,4134.441406,0.002731,2.754928,4.792052,116.216873,2.157346,0.338506,32.816872,7.516562,0.017385,0.004575,0.12655,55.075401,0.378199
2018-12-21,0.040796,194.295609,5.567144,3896.543701,0.002545,2.62018,4.545229,109.496231,2.010416,0.298483,30.796618,7.142538,0.020021,0.004476,0.119916,51.819595,0.35857
2018-12-22,0.042009,196.668579,5.930578,4014.182617,0.002502,2.619532,4.696181,116.759499,2.084722,0.311306,31.855911,7.590272,0.020966,0.004638,0.12275,51.725052,0.362308
2018-12-23,0.04423,197.662811,6.059008,3998.980225,0.002542,2.820706,4.946076,130.765259,2.223959,0.313261,33.459675,8.480905,0.020911,0.004722,0.126585,52.755779,0.37127
2018-12-24,0.045716,182.259674,6.144924,4078.599121,0.00254,2.789316,5.159986,140.238007,2.67772,0.307952,33.196667,8.79166,0.02107,0.004795,0.13252,56.335178,0.406799
2018-12-25,0.041511,170.909348,5.547575,3815.490723,0.002404,2.522885,4.728089,129.844345,2.335679,0.317662,31.134329,7.838133,0.020008,0.004378,0.121682,50.592655,0.380872
2018-12-26,0.041198,175.5103,5.713105,3857.297607,0.002474,2.60248,5.531466,131.865631,2.309674,0.307583,30.985901,8.115859,0.020447,0.004405,0.120607,49.374691,0.378693
2018-12-27,0.036944,150.127579,5.27545,3654.833496,0.002364,2.322264,4.81659,116.575912,2.071071,0.275171,28.294508,7.353304,0.018488,0.003921,0.110486,44.466694,0.341162
2018-12-28,0.041862,173.998978,6.011828,3923.918701,0.002434,2.645889,5.280323,137.647018,2.313791,0.298379,32.51083,8.195743,0.020868,0.004379,0.121383,49.770248,0.376852
2018-12-29,0.041508,165.059647,5.83234,3820.408691,0.002403,2.628567,5.191345,138.018341,2.238716,0.29997,31.565002,8.225022,0.020004,0.004155,0.118036,48.112118,0.367252
2018-12-30,0.04328,163.622131,5.995711,3865.952637,0.002367,2.681653,5.308231,139.859451,2.265088,0.298643,31.976517,8.195311,0.019947,0.004218,0.11743,48.364307,0.369581
2018-12-31,0.041063,151.0457,6.164732,3742.700439,0.002346,2.566931,5.048046,133.368256,2.138412,0.289444,30.468224,7.821403,0.018826,0.003972,0.112813,46.228168,0.352706
2019-01-01,0.042547,164.854599,6.075273,3843.52002,0.002392,2.663533,5.227261,140.819412,2.291432,0.299371,31.979931,8.195203,0.019561,0.004145,0.11593,48.367496,0.364771
2019-01-02,0.045258,171.827377,6.188613,3943.409424,0.002407,2.887629,5.4387,155.047684,2.358147,0.316489,33.433681,8.868501,0.020222,0.004231,0.119331,52.252449,0.375243
2019-01-03,0.042682,162.049927,5.903535,3836.741211,0.00236,2.681411,5.094617,149.13501,2.248181,0.365974,32.026699,8.638993,0.020088,0.004051,0.113825,49.815357,0.360224
2019-01-04,0.043812,161.39563,6.065138,3857.717529,0.002315,2.721645,5.254148,154.58194,2.244484,0.437175,32.404167,9.245858,0.021492,0.004094,0.115361,50.630875,0.356747
2019-01-05,0.044701,160.401215,6.065543,3845.19458,0.002319,2.699468,5.136273,155.638596,2.292005,0.395948,34.936867,9.298466,0.022294,0.004074,0.114046,49.931812,0.355275
2019-01-06,0.049261,166.841187,6.395979,4076.632568,0.002328,2.875272,5.503687,157.746201,2.467518,0.39701,39.298855,9.52725,0.023005,0.00434,0.120384,54.876587,0.368395
2019-01-07,0.047996,161.243973,6.291411,4025.248291,0.002285,2.768176,4.915885,151.699219,2.433269,0.376474,37.806274,9.395186,0.023601,0.004176,0.12322,52.826897,0.364347
2019-01-08,0.048525,161.912628,6.640054,4030.8479,0.002276,2.797585,4.987912,150.359634,2.577037,0.424198,39.479717,10.048374,0.026336,0.004382,0.123119,53.155445,0.365315
2019-01-09,0.052169,160.084747,6.64155,4035.296387,0.002266,2.912539,4.982934,150.803116,2.574128,0.401805,38.985535,9.914944,0.028418,0.00477,0.123774,52.713856,0.37089
2019-01-10,0.044529,134.966797,5.915919,3678.924561,0.002132,2.436124,4.431997,128.625183,2.19915,0.354604,33.866009,9.119574,0.025847,0.004068,0.109879,45.496136,0.332652
2019-01-11,0.044147,131.668579,6.075342,3687.365479,0.002129,2.416931,4.485956,127.548325,2.195614,0.444193,32.327629,9.397525,0.025128,0.004006,0.107332,45.804752,0.332904
2019-01-12,0.043704,134.381165,5.976965,3661.301025,0.002148,2.427397,4.561171,125.96653,2.134292,0.412244,32.384426,9.094035,0.0235,0.00402,0.106764,45.00779,0.3288
2019-01-13,0.040241,126.349815,5.568757,3552.953125,0.002094,2.260167,4.243373,116.897804,1.977837,0.444261,30.332897,8.194139,0.02129,0.003785,0.103609,43.110401,0.317863
2019-01-14,0.044059,133.979843,6.159282,3706.052246,0.002183,2.479065,4.352188,129.068726,2.128104,0.48566,32.358242,10.192126,0.025671,0.004043,0.109649,45.914585,0.333766
2019-01-15,0.04281,128.480011,5.919048,3630.675293,0.002111,2.403577,4.208471,122.032715,2.047902,0.518795,31.507069,9.747333,0.024558,0.003929,0.105685,44.950611,0.327179
2019-01-16,0.044777,129.169342,6.186014,3655.006836,0.002138,2.44748,4.310122,123.547066,2.12649,0.497374,31.823418,13.863479,0.02518,0.003994,0.106891,46.181438,0.329701
